Sl.no,Species_common_name,Species_scientific_name,lat,lon,Month,Year,Source,Comments,name_combined,Source_type
1150,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.885513791,76.41869098,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1151,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.831107804,76.21920236,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1152,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.83904201,76.27814218,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1153,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.894581455,76.2668076,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1154,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.837908552,76.31667975,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1155,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.83337472,76.33594854,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1156,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.869645378,76.14552759,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1157,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.803904811,76.33821546,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1158,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.807305185,76.32121358,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1159,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.83904201,76.33594854,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1160,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.831107804,76.38808761,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1161,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.82204014,76.42435827,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1162,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.832241262,76.43682631,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1163,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.828840888,76.485565,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1164,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.774434901,76.40282256,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1165,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.774434901,76.36995228,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1166,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.749498824,76.36655191,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1167,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.744964992,76.24867227,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1168,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.718895457,76.39828873,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1169,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.733630411,76.37788649,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1170,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.670149012,76.37970597,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1171,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.71221701,76.42249928,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1172,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.722371355,76.48632658,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1173,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.752834388,76.53129582,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1174,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.775319008,76.53057051,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1175,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.716568872,76.54797796,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1176,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.659994668,76.51026182,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1177,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.683929908,76.44208265,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1178,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.718019493,76.51098713,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1179,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.663621219,76.51316307,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1180,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.630982255,76.5646601,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1181,Indo-Pacific_Humpback_dolphin,Sousa chinensis,8.720195424,76.46746852,,2018-2019,Joseph et al 2021,,Humpback_dolphin,Publication
1182,Long-beaked_Common_dolphin,Delphinus delphis,9.858196402,76.07906798,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1183,Long-beaked_Common_dolphin,Delphinus delphis,9.840164759,76.08152684,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1184,Long-beaked_Common_dolphin,Delphinus delphis,9.825411597,76.08152684,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1185,Long-beaked_Common_dolphin,Delphinus delphis,9.808199574,76.09464076,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1186,Long-beaked_Common_dolphin,Delphinus delphis,9.779512869,76.08644456,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1187,Long-beaked_Common_dolphin,Delphinus delphis,9.754104645,76.08890342,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1188,Long-beaked_Common_dolphin,Delphinus delphis,9.731974902,76.08890342,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1189,Long-beaked_Common_dolphin,Delphinus delphis,9.704927437,76.08644456,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1190,Long-beaked_Common_dolphin,Delphinus delphis,9.674601492,76.0839857,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1191,Long-beaked_Common_dolphin,Delphinus delphis,9.629522385,76.07251101,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1192,Long-beaked_Common_dolphin,Delphinus delphis,9.602474921,76.06513443,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1193,Long-beaked_Common_dolphin,Delphinus delphis,9.576247076,76.05693823,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1194,Long-beaked_Common_dolphin,Delphinus delphis,9.555756573,76.05038127,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1195,Long-beaked_Common_dolphin,Delphinus delphis,9.53690531,76.05038127,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1196,Long-beaked_Common_dolphin,Delphinus delphis,9.518054047,76.04628317,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1197,Long-beaked_Common_dolphin,Delphinus delphis,9.503300884,76.03562811,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1198,Long-beaked_Common_dolphin,Delphinus delphis,9.486088862,76.03562811,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1199,Long-beaked_Common_dolphin,Delphinus delphis,9.468057219,76.03234963,,2018-2019,Joseph et al 2021,,Long-beaked_Common_dolphin,Publication
1200,Spinner_dolphin,Stenella longirostris,10.33707114,75.9110951,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1201,Spinner_dolphin,Stenella longirostris,10.29248208,76.01904756,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1202,Spinner_dolphin,Stenella longirostris,10.24789302,76.06363662,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1203,Spinner_dolphin,Stenella longirostris,10.23381226,75.92048227,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1204,Spinner_dolphin,Stenella longirostris,10.15167452,75.95333736,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1205,Spinner_dolphin,Stenella longirostris,10.11412584,75.94864378,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1206,Spinner_dolphin,Stenella longirostris,10.08596432,75.96507133,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1207,Spinner_dolphin,Stenella longirostris,10.0601496,76.0049668,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1208,Spinner_dolphin,Stenella longirostris,10.02729451,75.96976491,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1209,Spinner_dolphin,Stenella longirostris,10.00852017,76.00966039,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1210,Spinner_dolphin,Stenella longirostris,9.980358654,75.96976491,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1211,Spinner_dolphin,Stenella longirostris,9.91464846,75.83365094,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1212,Spinner_dolphin,Stenella longirostris,9.888833741,75.94629699,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1213,Spinner_dolphin,Stenella longirostris,9.881793363,76.00966039,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1214,Spinner_dolphin,Stenella longirostris,9.853631851,75.93456302,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1215,Spinner_dolphin,Stenella longirostris,9.851285058,75.98853925,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1216,Spinner_dolphin,Stenella longirostris,9.830163924,76.01904756,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1217,Spinner_dolphin,Stenella longirostris,9.813736376,75.92517585,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1218,Spinner_dolphin,Stenella longirostris,9.780881278,75.9110951,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1219,Spinner_dolphin,Stenella longirostris,9.757413352,75.9110951,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1220,Spinner_dolphin,Stenella longirostris,9.736292218,75.9110951,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1221,Spinner_dolphin,Stenella longirostris,9.698743535,75.9087483,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1222,Spinner_dolphin,Stenella longirostris,9.722211462,75.95568416,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1223,Spinner_dolphin,Stenella longirostris,9.670582023,75.93456302,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1224,Spinner_dolphin,Stenella longirostris,9.640073719,75.94864378,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1225,Spinner_dolphin,Stenella longirostris,9.62364617,75.97211171,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1226,Spinner_dolphin,Stenella longirostris,9.609565414,76.01904756,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1227,Spinner_dolphin,Stenella longirostris,9.642420511,76.03078152,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1228,Spinner_dolphin,Stenella longirostris,9.663541645,76.03078152,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1229,Spinner_dolphin,Stenella longirostris,9.701090328,76.04955586,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1230,Spinner_dolphin,Stenella longirostris,9.72925184,76.03312831,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1231,Spinner_dolphin,Stenella longirostris,9.757413352,76.02843473,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1232,Spinner_dolphin,Stenella longirostris,9.778534486,76.02139435,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1233,Spinner_dolphin,Stenella longirostris,9.834857509,76.01904756,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1234,Spinner_dolphin,Stenella longirostris,9.794962034,76.19505701,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1235,Spinner_dolphin,Stenella longirostris,9.726905047,76.21617814,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1236,Spinner_dolphin,Stenella longirostris,9.621299377,76.10822568,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1237,Spinner_dolphin,Stenella longirostris,9.600178243,76.12700002,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1238,Spinner_dolphin,Stenella longirostris,9.489878988,76.20209739,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1239,Spinner_dolphin,Stenella longirostris,9.445289928,76.2302589,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1240,Spinner_dolphin,Stenella longirostris,9.445289928,76.02608794,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1241,Spinner_dolphin,Stenella longirostris,9.421822001,76.00027322,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1242,Spinner_dolphin,Stenella longirostris,9.302135576,76.18566984,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1243,Spinner_dolphin,Stenella longirostris,9.331891102,76.03729464,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1244,Spinner_dolphin,Stenella longirostris,9.328333526,76.06753404,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1245,Spinner_dolphin,Stenella longirostris,9.299872915,76.07998555,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1246,Spinner_dolphin,Stenella longirostris,9.299872915,76.07998555,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1247,Spinner_dolphin,Stenella longirostris,9.258960788,76.0871007,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1248,Spinner_dolphin,Stenella longirostris,9.234057754,76.09777343,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1249,Spinner_dolphin,Stenella longirostris,9.196703203,76.11556132,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1250,Spinner_dolphin,Stenella longirostris,9.187809262,75.93234614,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1251,Spinner_dolphin,Stenella longirostris,9.210933508,75.98748857,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1252,Spinner_dolphin,Stenella longirostris,9.18958805,76.04796737,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1253,Spinner_dolphin,Stenella longirostris,9.157569864,76.06753404,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1254,Spinner_dolphin,Stenella longirostris,9.104206219,76.07820676,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1255,Spinner_dolphin,Stenella longirostris,9.081081973,76.09599465,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1256,Spinner_dolphin,Stenella longirostris,9.040169846,76.06753404,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1257,Spinner_dolphin,Stenella longirostris,9.009930448,76.03729464,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1258,Spinner_dolphin,Stenella longirostris,9.162906228,76.14224314,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1259,Spinner_dolphin,Stenella longirostris,9.123772889,76.17070375,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1260,Spinner_dolphin,Stenella longirostris,9.228721389,76.09777343,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1261,Spinner_dolphin,Stenella longirostris,9.072188033,76.1778189,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1262,Spinner_dolphin,Stenella longirostris,9.043727422,76.19738557,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1263,Spinner_dolphin,Stenella longirostris,8.98858499,76.23474012,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1264,Spinner_dolphin,Stenella longirostris,8.995700142,76.27387346,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1265,Spinner_dolphin,Stenella longirostris,9.013488024,76.30411286,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1266,Spinner_dolphin,Stenella longirostris,9.031275905,76.32367953,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1267,Spinner_dolphin,Stenella longirostris,9.052621363,76.36814923,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1268,Spinner_dolphin,Stenella longirostris,8.98858499,76.35214014,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1269,Spinner_dolphin,Stenella longirostris,8.953009227,76.31478559,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1270,Spinner_dolphin,Stenella longirostris,8.949451651,76.36637044,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1271,Spinner_dolphin,Stenella longirostris,8.865848608,76.34502499,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1272,Spinner_dolphin,Stenella longirostris,8.821378904,76.39127348,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1273,Spinner_dolphin,Stenella longirostris,8.880078913,76.42151288,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1274,Spinner_dolphin,Stenella longirostris,8.842724362,76.45353106,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1275,Spinner_dolphin,Stenella longirostris,8.842724362,76.45353106,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1276,Spinner_dolphin,Stenella longirostris,8.819600116,76.48554925,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1277,Spinner_dolphin,Stenella longirostris,8.791139506,76.50511592,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1278,Spinner_dolphin,Stenella longirostris,8.741333438,76.48199167,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1279,Spinner_dolphin,Stenella longirostris,8.723545556,76.49088561,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1280,Spinner_dolphin,Stenella longirostris,8.703978887,76.52824016,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1281,Spinner_dolphin,Stenella longirostris,8.703978887,76.55136441,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1282,Spinner_dolphin,Stenella longirostris,8.680854641,76.57270987,,2018-2019,Joseph et al 2021,,Spinner_dolphin,Publication
1283,Indian_Ocean_Humpback_dolphin,,24.03418007,67.37169629,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1284,Indian_Ocean_Humpback_dolphin,,24.09092292,67.35226381,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1285,Indian_Ocean_Humpback_dolphin,,24.16476634,67.31650804,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1286,Indian_Ocean_Humpback_dolphin,,24.12201488,67.34993191,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1287,Indian_Ocean_Humpback_dolphin,,24.24327356,67.29474367,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1288,Indian_Ocean_Humpback_dolphin,,24.35442734,67.264429,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1289,Indian_Ocean_Humpback_dolphin,,23.99151822,67.38794402,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1290,Indian_Ocean_Humpback_dolphin,,24.40518087,67.269256,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1291,Indian_Ocean_Humpback_dolphin,,24.5949275,67.18614402,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1292,Indian_Ocean_Humpback_dolphin,,24.61297371,67.19336251,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1293,Indian_Ocean_Humpback_dolphin,,24.70838684,67.16666348,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1294,Indian_Ocean_Humpback_dolphin,,24.62050108,66.99270404,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1295,Indian_Ocean_Humpback_dolphin,,24.73466197,67.01082481,,2005-2009,Kiani 2015,,Humpback_dolphin,Publication
1296,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.97027778,92.81277778,1,2014,Malakar et al 2015,,Bottlenose_dolphin,Publication
1297,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.9975,92.79305556,1,2014,Malakar et al 2015,,Bottlenose_dolphin,Publication
1298,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.97277778,92.79,1,2014,Malakar et al 2015,,Bottlenose_dolphin,Publication
1299,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.98694444,92.79888889,1,2014,Malakar et al 2015,,Bottlenose_dolphin,Publication
1300,Spinner_dolphin,Stenella longirostris,16.95027778,82.42111111,6,2012,MFIS Apr-Jun 2014,,Spinner_dolphin,Publication
1301,Short-finned_Pilot_whale,Globicephala macrorhynchus,10.63472222,72.76722222,4,2015,MFIS Jan-Jun 2015,,Short-finned_Pilot_whale,Publication
1302,Spinner_dolphin,Stenella longirostris,12.90166667,74.45888889,9,2013,MFIS Oct-Dec 2014,,Spinner_dolphin,Publication
1304,Short-finned_Pilot_whale,Globicephala macrorhynchus,11.64682,72.15489,2,2022,MMI database,,Short-finned_Pilot_whale,Database
1305,Spinner_dolphin,Stenella longirostris,10.9470893,72.3185,2,2022,MMI database,,Spinner_dolphin,Database
1306,Blue_whale,Balaenoptera musculus,9.5618996,75.21552852,8,2021,MMI database,,Blue_whale,Database
1308,Spinner_dolphin,Stenella longirostris,11.2240587,72.7762,11,2020,MMI database,,Spinner_dolphin,Database
1309,Spinner_dolphin,Stenella longirostris,17.71221,83.32325,4,2020,MMI database,,Spinner_dolphin,Database
1310,Indian_Ocean_Humpback_dolphin,Sousa plumbea,18.9746317,72.8065,2,2020,MMI database,,Humpback_dolphin,Database
1311,Humpback_whale,Megaptera novaeangliae,14.169266,74.3272,12,2019,MMI database,,Humpback_whale,Database
1312,Indian_Ocean_Humpback_dolphin,Sousa plumbea,18.90276361,72.83752061,4,2019,MMI database,,Humpback_dolphin,Database
1313,Long-beaked_Common_dolphin,Delphinus delphis,5.99923,81.9245,11,2018,MMI database,,Long-beaked_Common_dolphin,Database
1314,Bryde's_whale,Balaenoptera brydei,15.31318715,73.47594378,10,2018,MMI database,,Bryde's_whale,Database
1315,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,15.38186634,73.69313164,10,2018,MMI database,,Bottlenose_dolphin,Database
1317,False_Killer_whale,Pseudorca crassidens,11.38527778,92.85944444,5,2018,MMI database,,False_Killer_whale,Database
1318,Indo-Pacific_Humpback_dolphin,Sousa chinensis,22.4722155,69.06092979,5,2018,MMI database,,Humpback_dolphin,Database
1321,Spinner_dolphin,Stenella longirostris,19.3800167,85.0864611,4,2018,MMI database,,Spinner_dolphin,Database
1322,Killer_whale,Orcinus orca,11.90174417,92.69581016,3,2018,MMI database,,Killer_whale,Database
1324,Indian_Ocean_Humpback_dolphin,Sousa plumbea,13.33485148,74.68058157,2,2018,MMI database,,Humpback_dolphin,Database
1325,Irrawaddy_dolphin,,22.03343505,88.18187754,2,2018,MMI Database,,Irrawaddy_dolphin,Database
1326,Risso's_dolphin,Grampus griseus,11.13069633,92.64911826,2,2018,MMI database,,Risso's_dolphin,Database
1327,Short-finned_Pilot_whale,Globicephala macrorhynchus,10.89138889,92.75194444,2,2018,MMI database,,Short-finned_Pilot_whale,Database
1328,Long-beaked_Common_dolphin,Delphinus delphis,11.39768508,92.57212277,1,2018,MMI database,,Long-beaked_Common_dolphin,Database
1329,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,11.91249411,92.71778281,6,2017,MMI database,,Bottlenose_dolphin,Database
1330,Spinner_dolphin,Stenella longirostris,11.68531177,92.75623496,6,2017,MMI database,,Spinner_dolphin,Database
1331,Spinner_dolphin,Stenella longirostris,11.99847828,92.93750937,6,2017,MMI database,,Spinner_dolphin,Database
1332,Spinner_dolphin,Stenella longirostris,11.91249411,92.76172812,6,2017,MMI database,,Spinner_dolphin,Database
1333,Indo-Pacific_finless_porpoise,Neophocaena phocaenoides,21.47206,87.06612,3,2017,MMI database,,Indo-Pacific_finless_porpoise,Database
1334,Killer_whale,Orcinus orca,15.48563642,73.67404101,2,2017,MMI database,,Killer_whale,Database
1335,Killer_whale,Orcinus orca,12.93555766,74.54833961,12,2016,MMI database,,Killer_whale,Database
1336,Bryde's_whale,Balaenoptera brydei,16.6430251,73.3310776,9,2016,MMI database,,Bryde's_whale,Database
1337,Spinner_dolphin,Stenella longirostris,19.4024801,72.7726,9,2016,MMI database,,Spinner_dolphin,Database
1338,Pan-tropical_spotted_dolphin,Stenella attenuata,12.52049544,82.56320625,8,2016,MMI database,,Pan-tropical_spotted_dolphin,Database
1339,Indian_Ocean_Humpback_dolphin,Sousa plumbea,22.4130425,68.9827314,3,2016,MMI database,,Humpback_dolphin,Database
1340,Bryde's_whale,Balaenoptera brydei,16.48958604,73.30358244,1,2016,MMI database,,Bryde's_whale,Database
1341,Bryde's_whale,Balaenoptera brydei,16.34863629,73.36400724,12,2015,MMI database,,Bryde's_whale,Database
1342,Bryde's_whale,Balaenoptera brydei,16.15219106,73.39147306,12,2015,MMI database,,Bryde's_whale,Database
1343,Indian_Ocean_Humpback_dolphin,Sousa plumbea,15.97297517,73.4966,12,2015,MMI database,,Humpback_dolphin,Database
1344,Long-beaked_Common_dolphin,Delphinus delphis,14.49530789,73.7965792,11,2015,MMI database,,Long-beaked_Common_dolphin,Database
1346,Bryde's_whale,Balaenoptera brydei,16.27878231,73.30358244,5,2015,MMI database,,Bryde's_whale,Database
1347,Indo-Pacific_Humpback_dolphin,Sousa chinensis,11.88071034,79.96426725,5,2015,MMI database,,Humpback_dolphin,Database
1348,Bryde's_whale, ,16.36313116,73.34752775,4,2015,MMI database,,Bryde's_whale,Database
1349,Bryde's_whale,Balaenoptera brydei,16.53171936,73.1717465,4,2015,MMI database,,Bryde's_whale,Database
1350,Bryde's_whale,Balaenoptera brydei,16.15219106,73.41344972,4,2015,MMI database,,Bryde's_whale,Database
1351,Blue_whale,Balaenoptera musculus,16.34030873,73.34635558,3,2015,MMI database,,Blue_whale,Database
1353,Indo-Pacific_Humpback_dolphin,Sousa chinensis,11.80544308,79.95328092,10,2014,MMI database,,Humpback_dolphin,Database
1354,Long-beaked_Common_dolphin,Delphinus delphis,11.87620243,80.24509102,10,2014,MMI database,,Long-beaked_Common_dolphin,Database
1355,Indo-Pacific_Humpback_dolphin,Sousa chinensis,13.69303373,80.30917055,9,2014,MMI database,,Humpback_dolphin,Database
1356,Indian_Ocean_Humpback_dolphin,Sousa plumbea,17.14643988,73.26538234,3,2014,MMI database,,Humpback_dolphin,Database
1357,Pan-tropical_spotted_dolphin,Stenella attenuata,13.826802,80.2707184,3,2014,MMI database,,Pan-tropical_spotted_dolphin,Database
1358,Risso's_dolphin,Grampus griseus,13.826802,80.2707184,3,2014,MMI database,,Risso's_dolphin,Database
1359,Pan-tropical_spotted_dolphin,Stenella attenuata,10.4712288,79.5753156,1,2014,MMI database,,Pan-tropical_spotted_dolphin,Database
1360,Indian_Ocean_Humpback_dolphin,Sousa plumbea,19.3399306,72.7907992,12,2013,MMI database,,Humpback_dolphin,Database
1361,Indo-Pacific_finless_porpoise,Neophocaena phocaenoides,14.78661606,74.04822891,12,2013,MMI database,,Indo-Pacific_finless_porpoise,Database
1362,Bryde's_whale,Balaenoptera brydei,10.82353991,75.8426165,5,2013,MMI database,,Bryde's_whale,Database
1363,Indo-Pacific_Bottlenose_dolphin,Tursiops aduncus ,10.760115,73.6303446,3,2013,MMI database,,Bottlenose_dolphin,Database
